segm_idx,tablet_CDLI,view_desc,collection,bbox,scale,assigned
1710,P334408,Obv,saa16,"[541, 250, 1081, 668]",2.4,True
1716,P334408,Rev,saa16,"[572, 1473, 1095, 1866]",2.4,True
1722,P334310,Obv,saa16,"[661, 547, 1985, 1233]",1.51,True
1731,P313441,Obv,saa16,"[798, 546, 1284, 1124]",1.94,True
1738,P313441,Rev,saa16,"[816, 1455, 1327, 2058]",1.94,True
1743,P313790,Obv,saa16,"[489, 100, 722, 636]",3.48,True
1748,P334840,Obv,saa16,"[310, 38, 875, 624]",2.57,True
1755,P334840,Rev,saa16,"[310, 1374, 867, 1928]",2.57,True
1782,P334700,Rev,saa16,"[285, 52, 695, 450]",3.41,True
1785,P334700,Obv,saa16,"[283, 707, 698, 1105]",3.41,True
1789,P314202,Obv,saa16,"[560, 49, 844, 440]",2.45,True
1795,P314202,Rev,saa16,"[560, 906, 861, 1301]",2.45,True
1798,P313631,Obv,saa16,"[402, 63, 707, 509]",1.0,True
1809,P314385,Obv,saa16,"[543, 563, 1539, 1673]",1.53,True
1811,P314385,Rev,saa16,"[601, 2180, 1547, 3254]",1.53,True
1820,P313431,Obv,saa16,"[953, 598, 1585, 1412]",2.41,True
1823,P313431,Rev,saa16,"[956, 1815, 1606, 2663]",2.41,True
1830,P313428,Obv,saa16,"[1006, 538, 1671, 1727]",1.81,True
1838,P313428,Rev,saa16,"[1029, 2957, 1693, 4174]",1.81,True
1844,P314055,Obv,saa16,"[230, 58, 644, 218]",2.74,True
1850,P314055,Rev,saa16,"[233, 368, 636, 515]",2.74,True
1857,P334379,Obv,saa16,"[1339, 283, 2095, 1616]",1.27,True
1862,P334379,Rev,saa16,"[1375, 3020, 2106, 4345]",1.27,True
1866,P334623,Obv,saa16,"[461, 398, 1755, 1188]",3.01,True
1871,P334623,Rev,saa16,"[452, 2061, 1771, 2868]",3.01,True
1881,P336779,Rev,saa16,"[342, 830, 964, 1289]",2.06,True
1884,P336780,Rev,saa16,"[71, 23, 295, 356]",3.23,True
1896,P313732,Obv,saa16,"[565, 212, 1098, 1260]",3.3,True
1901,P314186,Obv,saa16,"[89, 29, 499, 343]",1.35,True
1907,P314067,Obv,saa16,"[295, 56, 473, 402]",2.35,True
1911,P314067,Rev,saa16,"[249, 596, 482, 953]",2.35,True
1916,P334914,Obv,saa16,"[632, 63, 1085, 652]",3.15,True
1923,P334914,Rev,saa16,"[647, 961, 1115, 1561]",3.15,True
1930,P334548,Rev,saa16,"[372, 92, 957, 1110]",2.3,True
1933,P334548,Obv,saa16,"[376, 1751, 946, 2770]",2.3,True
1940,P334533,Obv,saa16,"[296, 265, 907, 793]",2.74,True
1942,P334533,Rev,saa16,"[303, 1062, 911, 1576]",2.74,True
1946,P314141,Obv,saa16,"[328, 53, 715, 507]",3.83,True
1948,P314141,Rev,saa16,"[325, 708, 725, 1154]",3.83,True
1953,P314192,Obv,saa16,"[237, 59, 391, 382]",2.43,True
1957,P314192,Rev,saa16,"[241, 592, 373, 912]",2.43,True
1965,P313493,Obv,saa16,"[548, 505, 1692, 1135]",2.36,True
1971,P313493,Rev,saa16,"[560, 2058, 1660, 2670]",2.36,True
1975,P313549,Obv,saa16,"[265, 45, 975, 517]",2.08,True
1979,P313549,Rev,saa16,"[274, 764, 980, 1236]",2.08,True
1985,P336777,Obv,saa16,"[521, 528, 2079, 1791]",0.83,True
1987,P336777,Rev,saa16,"[486, 2292, 2093, 3597]",0.83,True
1989,P334265,Obv,saa16,"[247, 48, 615, 603]",3.33,True
1992,P334265,Rev,saa16,"[249, 788, 620, 1348]",3.33,True
1995,P314174,Obv,saa16,"[275, 62, 491, 398]",2.83,True
2006,P313918,Obv,saa16,"[288, 82, 609, 667]",2.29,True
2010,P313918,Rev,saa16,"[303, 1270, 608, 1840]",2.29,True
2015,P334407,Obv,saa16,"[955, 297, 1550, 871]",2.02,True
2020,P334407,Rev,saa16,"[970, 1467, 1559, 2041]",2.02,True
2026,P314165,Obv,saa16,"[422, 68, 700, 407]",1.63,True
2031,P314165,Rev,saa16,"[418, 913, 694, 1331]",1.63,True
2035,P314064,Obv,saa16,"[250, 47, 781, 402]",1.66,True
2039,P314064,Rev,saa16,"[252, 593, 783, 936]",1.66,True
2045,P313440,Obv,saa16,"[869, 230, 1383, 1243]",2.24,True
2054,P313440,Rev,saa16,"[889, 2191, 1407, 3180]",2.24,True
0,ND02486,Rev,test,"[391, 1734, 1201, 2825]",1.41,True
1,ND02486,Obv,test,"[382, 343, 1196, 1431]",1.63,True
7,K08396,Rev,test,"[433, 1312, 1384, 2304]",3.6,True
8,K08396,Obv,test,"[406, 83, 1360, 1046]",3.6,True
11,BM099070,Obv,test,"[523, 362, 1500, 1326]",1.87,True
16,P334926,Obv,test,"[374, 61, 1260, 1022]",3.23,True
17,P334926,Rev,test,"[397, 1320, 1259, 2284]",3.23,True
18,P334932,Obv,test,"[276, 1260, 1345, 2103]",2.57,True
19,P334932,Rev,test,"[285, 2992, 1341, 3836]",2.57,True
20,P336128,Obv,test,"[374, 52, 1474, 831]",2.59,True
21,P336128,Rev,test,"[372, 1157, 1473, 1920]",2.59,True
22,P336150,Obv,test,"[520, 154, 1433, 1320]",2.55,True
23,P336150,Rev,test,"[516, 1661, 1429, 2839]",2.55,True
24,P336158,Rev,test,"[398, 793, 1112, 1164]",3.17,True
25,P336158,Obv,test,"[404, 63, 1108, 433]",3.17,True
26,K09237Vs,Obv,test,"[27, 0, 965, 837]",3.57,True
0,VAT13604Vs,Obv,train,"[482, 140, 3680, 4909]",0.87,True
1,VAT13604Rs,Rev,train,"[310, 124, 3616, 4891]",0.83,True
2,VAT11100Rs,Rev,train,"[16, 190, 2386, 3315]",0.93,True
3,VAT10657,,train,"[504, 0, 4676, 2626]",0.73,True
4,VAT10601,,train,"[402, 880, 3320, 3330]",0.7,True
5,VAT08803Vs,Obv,train,"[143, 218, 3413, 5486]",0.99,True
6,VAT08803Rs,Rev,train,"[348, 216, 3506, 5423]",0.95,True
7,P404881,Obv,train,"[358, 69, 840, 603]",3.58,True
8,P404881,Rev,train,"[362, 882, 833, 1411]",3.58,True
11,P393668,Obv,train,"[363, 340, 1069, 1467]",1.34,True
12,P393668,Rev,train,"[363, 1744, 1069, 2847]",1.34,True
16,P336716,Obv,train,"[560, 563, 1306, 997]",1.62,True
24,P336670,Obv,train,"[304, 64, 932, 507]",2.26,True
30,P336663b,Obv,train,"[203, 0, 879, 504]",2.17,True
34,P336660,Obv,train,"[232, 183, 734, 509]",1.76,True
35,P336660,Rev,train,"[253, 669, 754, 1004]",1.76,True
38,P336655,Obv,train,"[280, 250, 1096, 652]",2.41,True
39,P336655,Rev,train,"[290, 908, 1101, 1311]",2.41,True
43,P336651,Obv,train,"[90, 51, 409, 382]",1.95,True
44,P336643,Obv,train,"[479, 143, 1102, 751]",2.49,True
48,P336634,Obv,train,"[2, 0, 558, 768]",2.23,True
49,P336614,Rev,train,"[479, 901, 1089, 1336]",2.87,True
50,P336614,Obv,train,"[484, 53, 1093, 473]",2.87,True
55,P336608,Rev,train,"[409, 722, 1081, 1070]",2.7,True
56,P336608,Obv,train,"[423, 62, 1063, 405]",2.7,True
59,P335608,Obv,train,"[1059, 5, 3021, 2592]",2.39,True
60,P335605,Obv,train,"[48, 48, 744, 510]",2.31,True
61,P335598,Rev,train,"[468, 1231, 1071, 1704]",1.73,True
62,P335598,Obv,train,"[469, 395, 1077, 843]",1.73,True
66,P334357,Obv,train,"[334, 88, 646, 657]",3.62,True
67,P334357,Rev,train,"[332, 991, 642, 1543]",3.62,True
72,P334311,Obv,train,"[635, 369, 1086, 1313]",3.01,True
73,P334311,Rev,train,"[639, 1882, 1096, 2816]",3.01,True
80,P314346,Obv,train,"[269, 48, 750, 877]",2.45,True
81,P314346,Rev,train,"[274, 1174, 745, 2005]",2.45,True
82,P239304,Obv,train,"[0, 0, 487, 469]",1.91,True
83,K01057,Rev,train,"[1108, 1642, 1754, 2624]",1.67,True
84,K01057,Obv,train,"[1105, 309, 1758, 1263]",1.67,True
2,P334610,Obv,saa01,"[575, 436, 1091, 1467]",2.49,True
8,P334610,Rev,saa01,"[584, 2133, 1095, 3155]",2.49,True
14,P334044,Obv,saa01,"[759, 540, 1370, 1558]",2.28,True
18,P334044,Rev,saa01,"[731, 1964, 1363, 3003]",2.28,True
21,P313907,Obv,saa01,"[23, 5, 318, 313]",2.73,True
29,P334331,Obv,saa01,"[367, 54, 864, 1031]",2.39,True
33,P334331,Rev,saa01,"[373, 1416, 870, 2414]",2.39,True
38,P334211,Obv,saa01,"[557, 266, 921, 921]",3.7,True
47,P334810,Obv,saa01,"[387, 59, 849, 726]",2.13,True
54,P334435,Obv,saa01,"[769, 142, 1281, 813]",2.79,True
58,P334435,Rev,saa01,"[779, 1728, 1303, 2415]",2.79,True
65,P314282,Obv,saa01,"[348, 74, 620, 735]",2.01,True
80,P313511,Obv,saa01,"[586, 2500, 1199, 3658]",0.91,True
88,P313435,Obv,saa01,"[609, 245, 1335, 1479]",1.44,True
94,P313435,Rev,saa01,"[603, 2571, 1335, 3806]",1.44,True
98,P334729,Obv,saa01,"[306, 52, 755, 828]",3.08,True
102,P334729,Rev,saa01,"[321, 1049, 750, 1824]",3.08,True
109,P334631,Obv,saa01,"[681, 89, 1264, 957]",2.03,True
115,P334922,Obv,saa01,"[846, 87, 1354, 740]",1.29,True
124,P313509,Obv,saa01,"[806, 171, 1276, 899]",2.77,True
128,P313509,Rev,saa01,"[798, 1175, 1263, 1899]",2.77,True
134,P313923,Obv,saa01,"[535, 69, 926, 535]",2.79,True
140,P313923,Rev,saa01,"[556, 1182, 930, 1632]",2.79,True
145,P334918,Obv,saa01,"[825, 169, 1300, 696]",3.23,True
150,P334918,Rev,saa01,"[829, 1020, 1288, 1547]",3.23,True
156,P314051,Obv,saa01,"[481, 63, 880, 362]",2.44,True
159,P314051,Rev,saa01,"[498, 539, 861, 816]",2.44,True
179,P334910,Obv,saa01,"[909, 545, 1368, 1579]",2.2,True
185,P334910,Rev,saa01,"[922, 2540, 1396, 3612]",2.2,True
192,P393866,Obv,saa01,"[613, 527, 1088, 1478]",2.18,True
197,P393866,Rev,saa01,"[632, 2388, 1106, 3334]",2.18,True
204,P334160,Obv,saa01,"[967, 520, 1544, 1237]",1.95,True
208,P334160,Rev,saa01,"[979, 1591, 1581, 2332]",1.95,True
213,P313505,Obv,saa01,"[1062, 199, 1720, 1226]",2.12,True
224,P313497,Obv,saa01,"[665, 289, 1193, 1032]",1.69,True
232,P334083,Obv,saa01,"[382, 315, 829, 1005]",1.73,True
235,P334083,Rev,saa01,"[402, 1238, 833, 1931]",1.73,True
250,P334038,Obv,saa01,"[429, 85, 689, 780]",3.95,True
257,P334038,Rev,saa01,"[301, 1084, 708, 1806]",3.95,True
264,P313427,Obv,saa01,"[674, 617, 1305, 1900]",2.05,True
269,P313427,Rev,saa01,"[686, 2665, 1272, 3846]",2.05,True
277,P334587,Obv,saa01,"[434, 51, 860, 609]",3.4,True
281,P334587,Rev,saa01,"[432, 1150, 867, 1714]",3.4,True
287,P334359,Obv,saa01,"[767, 337, 1232, 1190]",2.37,True
294,P334359,Rev,saa01,"[763, 1885, 1239, 2738]",2.37,True
303,P334212,Obv,saa01,"[587, 285, 1069, 1067]",2.45,True
313,P334173,Obv,saa01,"[464, 200, 868, 619]",2.06,True
317,P334173,Rev,saa01,"[483, 949, 879, 1362]",2.06,True
321,P334773,Rev,saa01,"[533, 55, 1208, 1469]",2.4,True
325,P334773,Obv,saa01,"[533, 1895, 1208, 3330]",2.4,True
328,P314157,Obv,saa01,"[470, 51, 725, 363]",2.2,True
333,P314157,Rev,saa01,"[475, 523, 730, 746]",2.2,True
340,P313559,Obv,saa01,"[374, 61, 829, 609]",2.86,True
344,P313559,Rev,saa01,"[354, 926, 836, 1446]",2.86,True
350,P313598,Rev,saa01,"[477, 449, 869, 1183]",2.19,True
354,P313598,Obv,saa01,"[449, 1595, 829, 2297]",2.19,True
357,P313551,Obv,saa01,"[415, 49, 1006, 1009]",1.68,True
361,P313551,Rev,saa01,"[415, 1272, 991, 2215]",1.68,True
365,P334718,Obv,saa01,"[377, 66, 824, 870]",3.34,True
371,P334718,Rev,saa01,"[380, 1594, 824, 2397]",3.34,True
378,P334175,Obv,saa01,"[349, 791, 697, 1287]",1.65,True
381,P313807,Obv,saa01,"[644, 183, 1075, 846]",2.24,True
388,P313807,Rev,saa01,"[655, 1979, 1093, 2635]",2.24,True
392,P334054,Obv,saa01,"[570, 260, 1113, 813]",2.74,True
401,P313623,Obv,saa01,"[362, 66, 761, 641]",2.83,True
403,P313623,Rev,saa01,"[362, 892, 768, 1443]",2.83,True
407,P334271,Obv,saa01,"[365, 58, 796, 844]",2.7,True
411,P334271,Rev,saa01,"[353, 1092, 799, 1885]",2.7,True
417,P334903,Obv,saa01,"[625, 241, 1516, 2044]",1.87,True
438,P313742,Obv,saa01,"[678, 346, 1325, 1228]",1.85,True
442,P313742,Rev,saa01,"[691, 1879, 1302, 2706]",1.85,True
447,P314238,Obv,saa01,"[272, 50, 690, 601]",1.96,True
449,P314238,Rev,saa01,"[269, 822, 696, 1385]",1.96,True
454,P334193,Obv,saa01,"[1049, 391, 1966, 1999]",1.62,True
462,P334193,Rev,saa01,"[1037, 3313, 1967, 4934]",1.62,True
467,P313876,Obv,saa01,"[278, 51, 693, 547]",2.94,True
476,P334043,Obv,saa01,"[588, 530, 1048, 1431]",2.14,True
482,P334043,Rev,saa01,"[634, 2279, 1068, 3116]",2.14,True
485,P334519,Obv,saa01,"[424, 61, 901, 550]",2.81,True
489,P334519,Rev,saa01,"[419, 875, 899, 1356]",2.81,True
493,P334082,Obv,saa01,"[39, 29, 275, 386]",4.0,True
503,P334055,Obv,saa01,"[615, 495, 1128, 1252]",2.28,True
506,P334055,Rev,saa01,"[640, 1576, 1153, 2279]",2.28,True
516,P314275,Rev,saa01,"[403, 78, 949, 746]",2.05,True
518,P314275,Obv,saa01,"[418, 1061, 949, 1739]",2.05,True
525,P334101,Obv,saa01,"[888, 533, 1442, 1331]",1.76,True
534,P314056,Obv,saa01,"[276, 56, 575, 327]",2.05,True
538,P314056,Rev,saa01,"[268, 781, 567, 1006]",2.05,True
548,P313644,Obv,saa01,"[1040, 2302, 1636, 3257]",3.13,True
553,P314232,Obv,saa01,"[400, 66, 752, 832]",3.31,True
560,P334102,Obv,saa01,"[575, 198, 1259, 807]",1.68,True
563,P334102,Rev,saa01,"[604, 1210, 1244, 1808]",1.68,True
566,P334036,Obv,saa01,"[285, 67, 576, 736]",3.67,True
571,P334036,Rev,saa01,"[287, 908, 585, 1603]",3.67,True
576,P334715,Obv,saa01,"[428, 62, 929, 893]",3.01,True
580,P334715,Rev,saa01,"[416, 1210, 941, 2049]",3.01,True
584,P334048,Obv,saa01,"[542, 251, 1433, 1812]",3.02,True
588,P334048,Rev,saa01,"[525, 1733, 1469, 3037]",3.02,True
608,P334385,Obv,saa01,"[407, 74, 930, 920]",2.41,True
614,P334385,Rev,saa01,"[380, 1655, 938, 2515]",2.41,True
618,P334078,Obv,saa01,"[376, 79, 893, 833]",2.93,True
621,P334078,Rev,saa01,"[386, 1060, 904, 1820]",2.93,True
626,P334127,Obv,saa01,"[954, 253, 1660, 1010]",1.52,True
635,P313416,Obv,saa01,"[279, 270, 631, 885]",3.32,True
641,P313416,Rev,saa01,"[271, 1217, 631, 1831]",3.32,True
654,P314026,Obv,saa01,"[621, 85, 901, 814]",2.99,True
660,P314026,Rev,saa01,"[594, 1613, 899, 2349]",2.99,True
664,P313885,Obv,saa01,"[103, 55, 401, 555]",2.98,True
670,P334141,Obv,saa01,"[654, 194, 1353, 1510]",2.22,True
678,P314048,Obv,saa01,"[440, 53, 821, 388]",3.02,True
683,P314048,Rev,saa01,"[440, 591, 812, 831]",3.02,True
691,P314257,Obv,saa01,"[326, 64, 673, 625]",2.51,True
693,P314257,Rev,saa01,"[335, 905, 649, 1470]",2.51,True
707,P334053,Obv,saa01,"[345, 58, 837, 694]",2.34,True
712,P313660,Obv,saa01,"[775, 192, 2532, 1618]",1.51,True
722,P334172,Obv,saa01,"[412, 168, 712, 664]",2.53,True
725,P334172,Rev,saa01,"[405, 932, 732, 1467]",2.53,True
729,P313677,Obv,saa01,"[47, 10, 299, 370]",3.42,True
741,P314273,Obv,saa01,"[310, 56, 702, 680]",2.64,True
747,P334165,Obv,saa01,"[292, 67, 1065, 813]",3.1,True
755,P334804,Obv,saa01,"[216, 52, 729, 612]",2.99,True
765,P334136,Obv,saa01,"[640, 149, 1021, 867]",2.68,True
772,P334136,Rev,saa01,"[659, 1502, 1043, 2220]",2.68,True
777,P334658,Obv,saa01,"[642, 183, 1473, 1603]",1.35,True
786,P334384,Obv,saa01,"[587, 64, 1021, 821]",2.41,True
795,P314316,Obv,saa01,"[489, 74, 988, 1075]",2.21,True
799,P314316,Rev,saa01,"[484, 1488, 1022, 2522]",2.21,True
803,P334496,Obv,saa01,"[355, 49, 835, 867]",2.68,True
806,P334496,Rev,saa01,"[361, 1141, 811, 1954]",2.68,True
810,P334444,Obv,saa01,"[297, 56, 639, 497]",3.12,True
817,P334443,Obv,saa01,"[266, 57, 715, 558]",2.82,True
820,P334443,Rev,saa01,"[278, 774, 704, 1280]",2.82,True
837,P334213,Obv,saa01,"[543, 1033, 972, 1827]",3.08,True
858,P334037,Obv,saa01,"[500, 232, 813, 773]",3.33,True
863,P334037,Rev,saa01,"[525, 1276, 838, 1830]",3.33,True
876,P334397,Obv,saa01,"[610, 2266, 1270, 3521]",0.99,True
879,P334039,Obv,saa01,"[639, 102, 1085, 1208]",2.18,True
887,P334039,Rev,saa01,"[650, 1935, 1096, 2805]",2.18,True
893,P334632,Obv,saa01,"[336, 54, 537, 728]",2.56,True
903,P334298,Rev,saa01,"[337, 90, 751, 873]",3.11,True
908,P334298,Obv,saa01,"[346, 1467, 748, 2250]",3.11,True
914,P313543,Rev,saa01,"[369, 326, 862, 1010]",3.32,True
917,P313543,Obv,saa01,"[353, 1327, 884, 1980]",3.32,True
933,P334143,Obv,saa01,"[567, 166, 2038, 2504]",2.11,True
941,P334041,Obv,saa01,"[1020, 482, 1689, 1709]",2.17,True
947,P334041,Rev,saa01,"[1030, 2513, 1694, 3726]",2.17,True
952,P313897,Obv,saa01,"[280, 46, 657, 445]",3.7,True
959,P334693,Obv,saa01,"[416, 72, 999, 517]",3.52,True
965,P334693,Rev,saa01,"[421, 1184, 992, 1632]",3.52,True
973,P334328,Obv,saa01,"[537, 261, 928, 1055]",3.01,True
978,P334328,Rev,saa01,"[534, 1711, 928, 2505]",3.01,True
983,P334728,Obv,saa01,"[506, 55, 1201, 1262]",1.73,True
986,P334728,Rev,saa01,"[483, 1635, 1202, 2841]",1.73,True
992,P334776,Obv,saa01,"[332, 77, 736, 787]",3.27,True
994,P334776,Rev,saa01,"[333, 1029, 713, 1739]",3.27,True
999,P334333,Obv,saa01,"[582, 290, 1050, 1082]",2.77,True
1004,P334333,Rev,saa01,"[586, 1349, 1043, 2133]",2.77,True
1011,P334118,Obv,saa01,"[677, 135, 1086, 895]",2.82,True
1022,P334849,Obv,saa01,"[573, 165, 962, 901]",2.62,True
1025,P334849,Rev,saa01,"[577, 1310, 938, 1984]",2.62,True
1033,P334047,Obv,saa01,"[816, 514, 1275, 1216]",2.73,True
1036,P334047,Rev,saa01,"[804, 1538, 1294, 2254]",2.73,True
1045,P334499,Obv,saa01,"[1072, 617, 1697, 1873]",1.77,True
1049,P334499,Rev,saa01,"[1097, 2890, 1745, 4189]",1.77,True
1054,P313864,Obv,saa01,"[366, 72, 710, 641]",2.3,True
1057,P313864,Rev,saa01,"[368, 934, 704, 1509]",2.3,True
1062,P334081,Obv,saa01,"[628, 275, 1190, 1197]",2.85,True
1067,P334081,Rev,saa01,"[627, 1814, 1213, 2779]",2.85,True
1070,P313879,Rev,saa01,"[54, 47, 415, 528]",1.71,True
1076,P334372,Obv,saa01,"[326, 291, 928, 989]",3.37,True
1082,P334372,Rev,saa01,"[335, 1343, 939, 2197]",3.37,True
1089,P334432,Obv,saa01,"[978, 122, 1556, 1035]",1.73,True
1095,P334432,Rev,saa01,"[992, 2071, 1542, 2935]",1.73,True
1101,P334166,Obv,saa01,"[412, 53, 891, 783]",2.25,True
1104,P334166,Rev,saa01,"[425, 1105, 880, 1805]",2.25,True
1108,P313491,Obv,saa01,"[633, 95, 1055, 921]",3.68,True
1114,P313491,Rev,saa01,"[636, 1167, 1047, 1946]",3.68,True
1121,P334171,Obv,saa01,"[895, 566, 1560, 1387]",1.63,True
1127,P334665,Obv,saa01,"[436, 106, 878, 830]",2.52,True
1131,P334665,Rev,saa01,"[448, 1152, 913, 1908]",2.52,True
1138,P334314,Obv,saa01,"[360, 71, 840, 911]",2.52,True
1143,P334314,Rev,saa01,"[392, 1613, 869, 2440]",2.52,True
1147,P334330,Obv,saa01,"[369, 59, 843, 860]",2.53,True
1151,P334330,Rev,saa01,"[361, 1232, 841, 2024]",2.53,True
1155,P334794,Obv,saa01,"[11, 19, 1226, 1180]",1.7,True
1163,P314223,Obv,saa01,"[318, 61, 738, 713]",1.27,True
1166,P314223,Rev,saa01,"[316, 950, 745, 1611]",1.27,True
1169,P334329,Obv,saa01,"[290, 57, 612, 360]",2.43,True
1176,P334727,Obv,saa01,"[285, 56, 737, 624]",2.46,True
1181,P334727,Rev,saa01,"[293, 1112, 731, 1678]",2.46,True
1186,P334689,Obv,saa01,"[302, 75, 579, 433]",2.73,True
1189,P334689,Rev,saa01,"[291, 682, 582, 1063]",2.73,True
1194,P314144,Obv,saa01,"[300, 59, 556, 571]",1.61,True
1199,P314144,Rev,saa01,"[284, 1174, 551, 1687]",1.61,True
1204,P334834,Obv,saa01,"[707, 55, 1264, 624]",3.78,True
1209,P334834,Rev,saa01,"[700, 870, 1275, 1468]",3.78,True
1216,P313600,Obv,saa01,"[644, 75, 1078, 651]",2.03,True
1222,P313600,Rev,saa01,"[619, 1255, 1059, 1779]",2.03,True
1228,P313437,Obv,saa01,"[681, 297, 1354, 1507]",1.78,True
1236,P334598,Obv,saa01,"[388, 68, 830, 773]",2.06,True
1239,P334598,Rev,saa01,"[385, 1154, 830, 1874]",2.06,True
1243,P334634,Obv,saa01,"[315, 58, 819, 692]",2.09,True
1253,P313684,Obv,saa01,"[434, 43, 800, 454]",3.48,True
1256,P313684,Rev,saa01,"[440, 748, 803, 1157]",3.48,True
1261,P334396,Obv,saa01,"[1028, 291, 1617, 1241]",1.98,True
1269,P334396,Rev,saa01,"[1048, 2229, 1644, 3189]",1.98,True
1275,P313627,Obv,saa01,"[329, 61, 816, 468]",1.71,True
1280,P334721,Obv,saa01,"[358, 55, 818, 536]",3.16,True
1287,P334721,Rev,saa01,"[348, 1030, 821, 1527]",3.16,True
1291,P334895,Obv,saa01,"[366, 100, 907, 467]",2.18,True
1293,P334895,Rev,saa01,"[378, 517, 892, 777]",2.18,True
1300,P334687,Obv,saa01,"[465, 69, 881, 769]",2.79,True
1305,P334687,Rev,saa01,"[463, 945, 871, 1643]",2.79,True
1313,P334335,Obv,saa01,"[304, 60, 592, 518]",2.95,True
1319,P334520,Obv,saa01,"[362, 78, 742, 616]",2.51,True
1322,P334520,Rev,saa01,"[362, 896, 740, 1432]",2.51,True
1327,P334209,Obv,saa01,"[723, 223, 1715, 1836]",1.25,True
1331,P334209,Rev,saa01,"[730, 2352, 1709, 3959]",1.25,True
1335,P313629,Rev,saa01,"[336, 256, 691, 717]",2.72,True
1340,P313629,Obv,saa01,"[328, 949, 693, 1381]",2.72,True
1346,P313699,Obv,saa01,"[510, 192, 1120, 1146]",2.22,True
1364,P334568,Rev,saa01,"[702, 93, 1212, 872]",2.07,True
1370,P334568,Obv,saa01,"[713, 1865, 1207, 2633]",2.07,True
1375,P313904,Obv,saa01,"[250, 65, 665, 336]",1.78,True
1378,P313904,Rev,saa01,"[247, 543, 679, 819]",1.78,True
1384,P334080,Obv,saa01,"[540, 170, 1123, 1256]",1.91,True
1387,P334080,Rev,saa01,"[543, 1565, 1120, 2651]",1.91,True
1393,P334676,Obv,saa01,"[535, 55, 963, 731]",2.92,True
1399,P334676,Rev,saa01,"[538, 1312, 945, 2011]",2.92,True
1406,P313832,Obv,saa01,"[419, 91, 960, 1110]",2.54,True
1432,P334403,Obv,saa01,"[601, 192, 1151, 942]",1.78,True
1438,P334403,Rev,saa01,"[618, 1837, 1188, 2631]",1.78,True
1444,P313523,Obv,saa01,"[328, 61, 668, 703]",2.32,True
1448,P313523,Rev,saa01,"[330, 952, 670, 1590]",2.32,True
1453,P334807,Obv,saa01,"[355, 57, 891, 783]",2.74,True
1456,P334807,Rev,saa01,"[345, 1132, 878, 1858]",2.74,True
1462,P334442,Obv,saa01,"[526, 79, 1023, 716]",2.81,True
1467,P334442,Rev,saa01,"[522, 1273, 1011, 1910]",2.81,True
1473,P314287,Obv,saa01,"[281, 81, 598, 647]",2.62,True
1480,P313648,Obv,saa01,"[333, 124, 743, 616]",3.44,True
1490,P334195,Obv,saa01,"[416, 95, 1113, 992]",3.05,True
1496,P334195,Rev,saa01,"[659, 1655, 1108, 2523]",3.05,True
1504,P334040,Obv,saa01,"[592, 265, 1052, 1146]",2.66,True
1509,P334040,Rev,saa01,"[605, 1577, 1052, 2464]",2.66,True
1513,P334586,Obv,saa01,"[506, 47, 896, 737]",3.82,True
1517,P334586,Rev,saa01,"[508, 1004, 887, 1683]",3.82,True
1524,P313762,Obv,saa01,"[647, 272, 1141, 917]",1.96,True
1526,P313762,Rev,saa01,"[633, 1359, 1126, 1995]",1.96,True
1530,P334394,Obv,saa01,"[1000, 311, 1667, 1455]",1.85,True
1540,P314248,Rev,saa01,"[286, 42, 658, 539]",1.95,True
1547,P334791,Obv,saa01,"[410, 94, 979, 736]",2.6,True
1552,P334791,Rev,saa01,"[407, 1081, 982, 1747]",2.6,True
1557,P313614,Obv,saa01,"[617, 59, 1017, 626]",2.53,True
1561,P313614,Rev,saa01,"[605, 933, 1015, 1482]",2.53,True
1566,P334125,Obv,saa01,"[329, 246, 795, 798]",3.44,True
1578,P334699,Obv,saa01,"[323, 55, 735, 732]",2.63,True
1584,P313719,Obv,saa01,"[574, 155, 918, 719]",2.99,True
1587,P313719,Rev,saa01,"[600, 739, 872, 1290]",2.99,True
1593,P314227,Obv,saa01,"[410, 63, 784, 548]",2.82,True
1595,P314227,Rev,saa01,"[407, 908, 800, 1385]",2.82,True
1598,P334336,Obv,saa01,"[327, 62, 789, 581]",2.61,True
1607,P334049,Obv,saa01,"[364, 281, 727, 999]",3.37,True
1614,P334049,Rev,saa01,"[384, 1519, 741, 2223]",3.37,True
1618,P334214,Obv,saa01,"[313, 260, 668, 893]",2.1,True
1624,P334214,Rev,saa01,"[311, 1296, 663, 1933]",2.1,True
1630,P334621,Obv,saa01,"[499, 84, 1297, 1043]",2.05,True
1635,P334621,Rev,saa01,"[558, 1534, 1304, 2385]",2.05,True
1641,P334056,Obv,saa01,"[564, 245, 1066, 830]",2.94,True
1645,P334056,Rev,saa01,"[570, 1083, 1060, 1668]",2.94,True
1651,P313854,Obv,saa01,"[375, 325, 799, 725]",2.4,True
1658,P334830,Obv,saa01,"[979, 84, 1718, 1510]",2.37,True
1663,P334830,Rev,saa01,"[984, 1956, 1726, 3407]",2.37,True
1671,P334135,Obv,saa01,"[717, 336, 1276, 1319]",3.67,True
1676,P334135,Rev,saa01,"[721, 2082, 1280, 3077]",3.67,True
1682,P334194,Obv,saa01,"[336, 97, 780, 877]",1.21,True
1690,P313425,Obv,saa01,"[878, 33, 1678, 1565]",2.12,True
1697,P313425,Rev,saa01,"[861, 2778, 1690, 4371]",2.12,True
